complaint_id,complaint_text,category,department,status,customer_id,date_received,date_resolved
2068,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,In Progress,CUST1280,2025-11-02 12:28:00,
2069,"The new online system has made things much easier, well done.",Appreciation,Customer Support,Closed,CUST8593,2025-08-14 08:47:00,2025-08-15 10:12:46
2070,I was overcharged on my last bill and no one is responding.,,Billing,Open,CUST9099,2025-08-18 15:49:00,
2071,The staff member was polite and handled my issue very well.,,Customer Support,Resolved,CUST6194,2025-09-11 05:07:00,2025-09-13 09:32:55
2072,Staff keep telling me to wait but nothing happens.,,Operations,Closed,CUST5918,2025-10-10 14:02:00,2025-10-13 16:20:28
2073,There is a major leakage that has not been fixed for weeks.,,Maintenance,Closed,CUST7750,2025-08-27 09:24:00,2025-09-04 23:35:54
2074,"The new online system has made things much easier, well done.",,Customer Support,In Progress,CUST5671,2025-02-10 13:47:00,
2075,It has been three weeks and my complaint is still not resolved.,,Operations,Resolved,CUST2857,2025-11-17 10:38:00,2025-11-22 07:27:59
2076,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Open,CUST2291,2025-09-11 10:56:00,
2077,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST2305,2025-05-25 06:35:00,2025-05-31 04:12:53
2078,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Resolved,CUST5874,2025-12-28 06:44:00,2025-12-31 09:50:36
2079,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST6460,2025-09-02 09:19:00,2025-09-05 21:33:36
2080,It has been three weeks and my complaint is still not resolved.,Service Delay,Operations,Open,CUST1696,2025-03-04 14:37:00,
2081,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,In Progress,CUST5056,2025-06-04 09:16:00,
2082,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST1275,2025-03-19 14:44:00,2025-03-22 11:31:15
2083,I was treated very disrespectfully by the customer support agent.,,Customer Support,Closed,CUST7683,2025-03-27 17:55:00,2025-03-30 04:20:53
2084,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST9071,2025-11-19 12:50:00,2025-11-20 12:07:11
2085,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Resolved,CUST5795,2025-06-20 16:42:00,2025-06-22 00:27:46
2086,I have been waiting since last month for this issue to be fixed.,,Operations,Resolved,CUST3042,2025-12-14 10:58:00,2025-12-16 10:02:16
2087,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST4132,2025-08-16 17:00:00,2025-08-16 18:00:00
2088,No safety measures are in place despite previous warnings.,Safety Concern,Security,Resolved,CUST5076,2025-07-27 09:41:00,2025-08-01 22:53:33
2089,I was overcharged on my last bill and no one is responding.,,Billing,Open,CUST7467,2025-04-08 17:47:00,
2090,My bill amount doubled this month without any explanation.,,Billing,Open,CUST2814,2025-05-04 11:36:00,
2091,I was asked to pay extra money to get my work done faster.,,Administration,Resolved,CUST3019,2025-06-11 12:13:00,2025-06-16 14:25:37
2092,An official demanded a bribe before processing my documents.,,Administration,Resolved,CUST4302,2025-12-13 10:42:00,2025-12-20 04:07:31
2093,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Closed,CUST4977,2025-04-12 13:12:00,2025-04-19 22:09:11
2094,The employee refused to help and was arguing instead of assisting.,,Customer Support,Resolved,CUST1976,2025-06-09 05:00:00,2025-06-09 06:00:00
2095,Thank you for quickly fixing the safety issue I reported earlier.,,Security,Closed,CUST5576,2025-05-14 08:07:00,2025-05-17 02:25:11
2096,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Open,CUST5967,2025-07-25 14:33:00,
2097,Poor maintenance of the facility is causing repeated problems.,Infrastructure,Maintenance,Closed,CUST5417,2025-04-28 21:17:00,2025-05-12 23:09:38
2098,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST7300,2025-06-05 07:01:00,2025-06-07 16:35:56
2099,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,In Progress,CUST5174,2025-07-05 11:07:00,
2100,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,In Progress,CUST2031,2025-11-17 08:51:00,
2101,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Closed,CUST9682,2025-04-10 14:16:00,2025-04-13 19:26:44
2102,"Great job by the support team, issue resolved within a day.",,Customer Support,Closed,CUST7876,2025-12-01 07:09:00,2025-12-02 11:49:45
2103,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Closed,CUST7960,2025-07-06 11:06:00,2025-07-06 20:09:48
2104,The response time for service requests is unacceptably slow.,Service Delay,Operations,Closed,CUST6847,2025-07-21 17:25:00,2025-07-29 00:19:14
2105,Why is the late fee applied when I paid on time?,,Billing,Open,CUST8723,2025-08-08 16:20:00,
2106,Thank you for quickly fixing the safety issue I reported earlier.,,Security,Closed,CUST2249,2025-05-08 14:27:00,2025-05-10 07:04:11
2107,My bill amount doubled this month without any explanation.,Billing Issue,Billing,In Progress,CUST2189,2025-04-28 08:02:00,
2108,The online payment portal charged me twice for the same bill.,,Billing,Closed,CUST2586,2025-06-05 11:14:00,2025-06-06 21:36:43
2109,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST8370,2025-11-14 11:07:00,2025-11-17 09:20:15
2110,I was asked to pay extra money to get my work done faster.,Corruption/Bribery,Administration,Open,CUST9796,2025-05-08 07:39:00,
2111,No safety measures are in place despite previous warnings.,Safety Concern,Security,Resolved,CUST1104,2025-01-23 11:17:00,2025-01-29 03:36:03
2112,"Great job by the support team, issue resolved within a day.",,Customer Support,Resolved,CUST2453,2025-10-07 09:50:00,2025-10-08 12:52:51
2113,I was treated very disrespectfully by the customer support agent.,,Customer Support,Resolved,CUST6847,2025-12-09 06:00:00,2025-12-11 20:24:49
2114,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Open,CUST1349,2025-08-01 11:47:00,
2115,There is a major leakage that has not been fixed for weeks.,Infrastructure,Maintenance,Closed,CUST4208,2025-03-06 08:14:00,2025-03-15 04:28:53
2116,I was asked to pay extra money to get my work done faster.,,Administration,Closed,CUST3203,2025-03-15 09:03:00,2025-03-24 04:08:21
2117,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Closed,CUST8074,2025-06-25 13:56:00,2025-06-27 20:43:17
2118,I was overcharged on my last bill and no one is responding.,,Billing,Resolved,CUST1575,2025-10-06 19:30:00,2025-10-08 14:35:10
2119,Very unprofessional behavior from the officer on duty.,,Customer Support,In Progress,CUST2776,2025-02-25 18:10:00,
2120,I was treated very disrespectfully by the customer support agent.,Staff Behavior,Customer Support,Resolved,CUST6407,2025-04-17 14:45:00,2025-04-19 02:11:35
2121,I was asked to pay extra money to get my work done faster.,,Administration,Closed,CUST8357,2025-10-20 16:34:00,2025-10-31 04:43:03
2122,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,In Progress,CUST1328,2025-10-15 13:17:00,
2123,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Closed,CUST2889,2025-06-18 15:29:00,2025-06-21 22:42:35
2124,No safety measures are in place despite previous warnings.,Safety Concern,Security,Closed,CUST2854,2025-11-08 17:47:00,2025-11-11 17:41:20
2125,Very unprofessional behavior from the officer on duty.,,Customer Support,Closed,CUST9486,2025-11-19 08:45:00,2025-11-22 13:07:26
2126,My bill amount doubled this month without any explanation.,Billing Issue,Billing,Open,CUST9907,2025-10-08 17:58:00,
2127,I was asked to pay extra money to get my work done faster.,,Administration,Resolved,CUST5278,2025-07-03 11:21:00,2025-07-12 20:38:19
2128,No technician has visited despite multiple requests.,Service Delay,Operations,Resolved,CUST3289,2025-10-02 11:27:00,2025-10-07 02:31:45
2129,No safety measures are in place despite previous warnings.,Safety Concern,Security,Open,CUST7916,2025-08-03 17:33:00,
2130,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Resolved,CUST6532,2025-02-25 12:20:00,2025-03-01 17:29:35
2131,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST1497,2025-09-25 13:42:00,2025-09-28 02:37:13
2132,My bill amount doubled this month without any explanation.,,Billing,Resolved,CUST4119,2025-09-26 10:40:00,2025-09-27 00:47:11
2133,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Resolved,CUST1423,2025-06-18 06:41:00,2025-06-23 02:06:11
2134,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST5749,2025-05-22 10:07:00,2025-05-28 10:44:40
2135,I witnessed a near-accident due to lack of proper signage.,Safety Concern,Security,Open,CUST9847,2025-03-18 15:52:00,
2136,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,In Progress,CUST5734,2025-07-25 16:04:00,
2137,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Resolved,CUST1723,2025-05-16 20:02:00,2025-05-21 10:49:02
2138,The road near the facility is damaged and causing accidents.,,Maintenance,In Progress,CUST6922,2025-08-08 10:24:00,
2139,I witnessed a near-accident due to lack of proper signage.,,Security,Resolved,CUST3445,2025-07-13 23:24:00,2025-07-17 00:19:24
2140,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,Closed,CUST3789,2025-04-11 04:23:00,2025-04-17 09:45:52
2141,Security personnel are not checking IDs properly at the gate.,Safety Concern,Security,Open,CUST7663,2025-09-18 15:45:00,
2142,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Resolved,CUST1278,2025-08-20 08:35:00,2025-08-23 05:08:20
2143,Thank you for quickly fixing the safety issue I reported earlier.,,Security,In Progress,CUST3005,2025-03-03 19:03:00,
2144,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,Resolved,CUST1081,2025-10-04 09:56:00,2025-10-07 10:20:41
2145,The response time for service requests is unacceptably slow.,Service Delay,Operations,Resolved,CUST5079,2025-12-21 10:11:00,2025-12-27 13:39:29
2146,Very unprofessional behavior from the officer on duty.,Staff Behavior,Customer Support,Resolved,CUST4968,2025-09-07 13:33:00,2025-09-09 04:05:26
2147,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST9547,2025-03-13 09:39:00,2025-03-15 04:12:49
2148,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,In Progress,CUST3138,2025-06-06 11:01:00,
2149,Staff keep telling me to wait but nothing happens.,,Operations,Closed,CUST8568,2025-06-04 16:19:00,2025-06-07 23:58:26
2150,An official demanded a bribe before processing my documents.,Corruption/Bribery,Administration,In Progress,CUST7122,2025-05-21 02:24:00,
2151,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Closed,CUST9904,2025-03-26 14:14:00,2025-03-30 00:08:32
2152,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Closed,CUST8697,2025-03-28 14:58:00,2025-04-04 08:16:54
2153,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST9689,2025-09-28 03:18:00,2025-10-01 21:54:57
2154,The staff at the counter was extremely rude to me today.,Staff Behavior,Customer Support,Resolved,CUST9207,2025-09-24 17:06:00,2025-09-28 07:14:48
2155,The employee refused to help and was arguing instead of assisting.,Staff Behavior,Customer Support,Resolved,CUST6569,2025-05-05 19:29:00,2025-05-08 09:10:19
2156,I was overcharged on my last bill and no one is responding.,,Billing,In Progress,CUST6817,2025-12-10 11:15:00,
2157,The online payment portal charged me twice for the same bill.,Billing Issue,Billing,Closed,CUST4635,2025-04-11 06:56:00,2025-04-13 08:32:10
2158,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Resolved,CUST3027,2025-02-23 11:38:00,2025-02-26 10:54:51
2159,The staff member was polite and handled my issue very well.,Staff Behavior,Customer Support,Open,CUST9070,2025-12-08 04:37:00,
2160,Why is the late fee applied when I paid on time?,Billing Issue,Billing,Closed,CUST2258,2025-08-08 14:02:00,2025-08-10 12:19:12
2161,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,Open,CUST7671,2025-09-11 14:24:00,
2162,Thank you for quickly fixing the safety issue I reported earlier.,Safety Concern,Security,In Progress,CUST1481,2025-11-01 11:58:00,
2163,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Open,CUST1214,2025-09-04 21:35:00,
2164,I have been waiting since last month for this issue to be fixed.,Service Delay,Operations,Resolved,CUST2961,2025-05-21 13:44:00,2025-05-26 11:55:47
2165,"Great job by the support team, issue resolved within a day.",Appreciation,Customer Support,In Progress,CUST6665,2025-11-20 10:43:00,
2166,I was overcharged on my last bill and no one is responding.,Billing Issue,Billing,Closed,CUST5699,2025-02-20 15:04:00,2025-02-23 00:09:26
2167,"There is a billing error, I already paid but it still shows unpaid.",Billing Issue,Billing,Resolved,CUST3282,2025-04-13 11:33:00,2025-04-15 06:24:40
2168,Security personnel are not checking IDs properly at the gate.,,Security,In Progress,CUST9287,2025-04-27 13:46:00,
2169,My bill amount doubled this month without any explanation.,,Billing,Resolved,CUST1597,2025-06-11 06:21:00,2025-06-14 05:35:12
2170,The equipment at the site is old and frequently malfunctions.,,Maintenance,Closed,CUST7010,2025-03-18 16:26:00,2025-03-26 02:54:43
2171,The equipment at the site is old and frequently malfunctions.,Infrastructure,Maintenance,Resolved,CUST1759,2025-04-13 09:27:00,2025-04-23 20:18:10
2172,The staff at the counter was extremely rude to me today.,,Customer Support,Closed,CUST1690,2025-02-05 19:27:00,2025-02-08 03:38:45
2173,I want to thank the team for resolving my issue so quickly.,Appreciation,Customer Support,Resolved,CUST2448,2025-07-07 07:23:00,2025-07-07 12:19:22
2174,There are serious safety hazards at the site that need urgent attention.,Safety Concern,Security,Open,CUST4487,2025-06-22 17:29:00,
